Unnamed: 0,Rating,Komentar,Content Quality,Subscription & Pricing,UI/UX,Functionality,Technical & Access
729,1.0,"! 

QR Code yang Anda masukkan tidak sesuai. Pastikan Anda memindai QR Code pada Harian kompas edisi hari ini.

Selalu qr code dari harian cetak tidak sesuai, padahal adalah edisi terbatu/hari ini. Sudah lebih dari 3 hari begini.",,,,,-1.0
730,1.0,"- tidak mudah untuk refresh untuk menampilkan beruta terbaru — atau untuk menampilkan berita yang lebih lama
- tidak ada feature filter/sort berdasarkan tanggal terbit
- e-paper tidak dapat mengakses berita yang lebih lama dari sebulan yang lalu
- masih sering terjadi link berita yang error
- terkadang masih memonta login ulang ketika link berita akan dibuka",,,-1.0,-1.0,
731,3.0,"kurang puas membaca lewat aplikasi karena pembaruan fitur yang lamban. tema night mode belum bisa berjalan di iphone 12. selain itu, sulit mencari versi berita digital dari tiap berita di halaman koran/epaper.",,,-1.0,-1.0,
732,1.0,"Kenapa skg ga ada menu kirim email ya? Bisa tlg di tambah in menu email, karena dgn format pdf lbh mudah di baca.",,,,-1.0,
733,5.0,"Saya suka tampilan berita epapernya kompas tapi yang buat kesal saya harus pegang dalam kondisi portrait IPAD saya, mohon diupgrade supaya bisa tampilannya landscape ya min. So far sumber berita yang saya gunakan selalu kompas terima kasih, selalu berkarya ya. Sekarang saya kasih bintang 3, kalau nanti sudah landscape saya kasih bintang 4. Joss gandosss...",,,-1.0,,
734,1.0,"Jangan langganan & download appsnya..sekelas kompas aplikasinya sampah, yakali mau baca berita harus klik link dulu trs bacanya di browser lg..trs gunanya aplikasi buat apa..semoga cepet di takedown apple deh nih aplikasi.",,-1.0,,,-1.0
735,4.0,Suka dengan app ini cuman kadang suka berulang beritanya kalo lagi scrolling seharusnya ke berita yang lebih lama jadinya terbatas membaca berita,,,,,-1.0
736,2.0,"Tab pilihanku kadang ada kadang engga. bikin lah tab khusus supaya bisa endless scrolling gt kalo milih berita, jd bukan berita hari itu aja. Untuk epaper lebih enak kalo judul berita disitu berupa link dan bisa langsung klik dan berubah menjadi tampilan baca.",,,-1.0,-1.0,
737,5.0,"Sejak beberapa hari yang lalu, saya mencoba mencari sumber berita seperti ketika membaca koran era dahulu, yang detail dalam penulisannya, demi akurasi informasi yang mau saya peroleh. kompas sepertinya memberikan jawaban itu untuk saya.",1.0,,,,
738,1.0,"Pada awalnya download ePaper kompas sangat lancar. Setelah berjalan 3-4 bulan download menjadi sangat lamban. Terbitan 28 April perlu upaya berkali-kali kadangkala diakhiri pemberitahuan time-out dan akhirnya berhasil download 100% dengan waktu 15-20 menit. 

Cape deh.

Pertimbangkan ulang apabila anda ingin berlangganan.",,,,-1.0,-1.0
739,4.0,"Aplikasi cukup bagus, news lengkap, mudah download e paper. Tapi sayangnya gabisa tampilan landscape, padahal baca koran lebih enak landscape ya.
Will edit to 5 stars when landscape mode enabled 😊",1.0,,-1.0,,
740,4.0,"tolong tambahkan fitur baca nanti di setiap artikel baik di web maupun di aplikasi karena beberapa artikel tidak ada fungsi baca nanti,,terima kasih",,,,0.0,
741,4.0,"Rasa nya tidak etis saja jika seseorang merogoh kocek nya untuk berlangganan sebuah portal berita tetapi timbal balik nya tidak sesuai ekspetasi. Saat saya ingin membaca tentang analisa taktik klub sepak bola Barcelona di tutur visual, terima kasih yang saya dapat hanya background para pemain dan judul nya saja",-1.0,-1.0,,,
742,1.0,"Would like to measure how long kompas will fix the bug 🙄 crash everytime in ipad/ios, and what about landscape view?
Klik!",,,-1.0,,-1.0
743,1.0,"My app is up to date, yet I have been prompted to download the latest version of the app (non-exist). After trying for many times, I still can’t open the app and read the paper. 

This problem has happened before and after a while it is getting irritating.",,,,,-1.0
744,1.0,"I give props to kompas for their strategy in offering premium paid news. In fact I would gladly pay rather than to be blasted with lots of advertising. However, I didn’t see the subscription option from within the app. Should I opt subscription plan from within the web?

Application crashes 3 times in 5 minutes is unacceptable 

Ouw yeah, whats the point of making iPad app if you can’t even support landscape viewing and limited experience (compared to web version). 

For now, web is a more way to go than accessing from app",,-1.0,,,-1.0
745,5.0,"Kehadiran kompas cukup saya tunggu-tunggu karena saya merupakan pelanggan & pembaca setia koran kompas. Dalam beberapa tahun belakangan semenjak kompas muncul dalam versi digital di toko-toko buku digital saya memilih untuk berlangganan tidak lagi secara fisik namun secara e-papper dimana saya bisa membaca dengan mudah di gawai saya.

Kehadiran kompas merupakan salah satu perwujudan dari perkembangan jaman dimana perubahan-perubahan berjalan mengiringi perkembangan teknologi, terutama dalam perkembangan telephone pintar yang semakin maju.

Lebih baik lagi jika tim kompas mulai memikirkan bagaimana jika applikasi ini dipakai dalam keadaan luring / offline mode. Ini akan sangat bermanfaat bagi para pembaca yang mungkin tidak terkoneksi dengan jaringan dalam beberapa saat dan ingin membaca apa yang sudah di unduh terlebih dahulu sebelumnya

Salam hangat

Pembaca setia kompas",1.0,,1.0,,
746,1.0,"one reason buy iPad 2017 is reading kompas , very disappointed on kompas apps. Just install then open and close suddenly. Come on how I want to subscribe kompas regularly . Please fix them, when others apps runs very well, this is big national paper can not do this apps running well",,,,,-1.0
747,1.0,"Baru testing dengan ipad 2 retina, di ios 11.3.1 selalu nutup ketika baru dibuka, mohon diperbaiki ga ada guna subs dan bayar kalau tidak bisa terpakai..",,,,,-1.0
748,2.0,"Setelah terbuka di halaman depan, akan selalu crash dan menutup begitu digunakan di iPad Mini dg iOS 11.3.1

Ayo diperbaiki lagi, supaya saya jadi langganan epaper premium. Ayo kompas you can do better",,,,,-1.0
749,3.0,"Saya kurang paham cara melaporkan bug di ios.
Selalu ketika ePaper yang sudah saya unduh, ketika akan dibaca pada mode offline terjadi kesalahan pada pembacaan pdf sehingga memerlukan pengunduhan ulang.",,,,-1.0,-1.0
750,2.0,This is a good app but it’s just full of bugs and crashes all time. And who forgot to put landscape mode into the app?,,,-1.0,,-1.0
751,1.0,Tdk bisa dibuka sama sekali di ios v 11. Langsung crash. kompas tdk pernah serius berinvestasi di pembuatan aplikasi. Sangat disayangkan krn kalah jauh dari media digital lainnya.,,,,,-1.0
752,3.0,"Akan lebih baik jika ketika hp sy dalam posisi horizontal, posisi app ini juga menyesuaikan menjadi horizontal, seperti baca ebook di iBooks. Selain itu mohon dipertimbangkan agar kita bisa buka edisi2 yg lama hingga 10 tahun ke belakang. Sy sedang nyari koran kompas edisi Juni 2004. Thanks.",,,-1.0,,
753,3.0,"Tolong buatkan versi iPad. Versi ini kl dipakai di iPad, jika tidak di-zoom, tidak bisa terbaca oleh mata yang sehat sekalipun.",,,-1.0,,
754,,apakah ada paket berlangganan untuk pelajar atau mahasiswa,,0.0,,,
755,,cara perpanjang langganan kompas id bagaimana ya,,0.0,,,
756,,bisa tidak bayar langganan pakai pulsa telkomsel,,0.0,,,
757,,sudah tidak aktif langganan sejak bulan lalu,,0.0,,,
758,,mau tanya soal cara mengaktifkan kode voucher kompas id,,0.0,,,
759,,kapan promo langganan kompas id biasanya diadakan,,0.0,,,
760,,ada paket bundling dengan produk kompas lainnya tidak ya,,0.0,,,
761,,bisa tidak berlangganan kompas id lewat aplikasi di iphone,,0.0,,,
762,,proses pembayaran langganan bisa lewat transfer bank biasa,,0.0,,,
763,,mau coba berlangganan tapi belum tahu paket mana yang cocok,,0.0,,,
764,,harga langganan kompas id sangat terjangkau untuk kualitas berita sekelas ini,,1.0,,,
765,,"promo diskon tahunan kemarin sangat membantu, langsung saya ambil",,1.0,,,
766,,biaya langganan sebanding dengan kedalaman analisis yang didapat,,1.0,,,
767,,senang banget dapat promo langganan setahun dengan harga yang murah,,1.0,,,
768,,murah banget dibanding harus beli koran fisik setiap hari,,1.0,,,
769,,"langganan premium kompas id tidak menyesal, harganya masuk akal",,1.0,,,
770,,paket langganan tahunan kompas id jauh lebih hemat kalau dihitung per bulannya,,1.0,,,
771,,tidak perlu beli koran fisik lagi karena harga digital jauh lebih murah,,1.0,,,
772,,"harga promo flashnya terjangkau, langsung saya manfaatkan",,1.0,,,
773,,sudah dua tahun berlangganan dan tidak pernah menyesal soal harganya,,1.0,,,
774,,benefit yang didapat jauh melebihi harga yang dibayarkan setiap bulannya,,1.0,,,
775,,tolong ditambahkan opsi dark mode agar nyaman dibaca malam hari,,,0.0,,
776,,apakah ada rencana untuk menambahkan mode baca landscape di iPhone,,,0.0,,
777,,tampilan beranda kompas id menggunakan warna biru khas kompas,,,0.0,,
778,,layout artikel kompas id mengikuti gaya koran pada umumnya,,,0.0,,
779,,navigasi utama ada di bagian bawah layar dengan lima ikon menu,,,0.0,,
780,,tolong sediakan pilihan tema gelap untuk pengguna yang sering baca malam,,,0.0,,
781,,apakah bisa ditambahkan opsi untuk mengatur jarak antar baris teks,,,0.0,,
782,,beranda aplikasi menampilkan berita terbaru dengan thumbnail gambar,,,0.0,,
783,,diharapkan ada pilihan warna tema selain putih untuk variasi tampilan,,,0.0,,
784,,semoga ada fitur penyesuaian ukuran teks untuk pengguna dengan keterbatasan penglihatan,,,0.0,,
785,,tampilan artikel kompas id menggunakan margin yang cukup lega,,,0.0,,
786,,apakah orientasi landscape untuk membaca artikel sudah tersedia,,,0.0,,
787,,ikon-ikon menu di kompas id cukup jelas dan mudah dikenali,,,0.0,,
788,,tampilan foto artikel sudah memenuhi lebar layar dengan baik,,,0.0,,
789,,tolong pertimbangkan untuk menambahkan pilihan font yang lebih bervariasi,,,0.0,,
790,,diharapkan ada pilihan orientasi landscape saat membaca artikel agar lebih leluasa,,,0.0,,
791,,warna aksen yang digunakan konsisten dengan identitas visual kompas,,,0.0,,
792,,"tampilan kompas id bersih dan tidak berantakan, sangat nyaman untuk dibaca",,,1.0,,
793,,desain aplikasinya elegan dan profesional sesuai citra koran ternama,,,1.0,,
794,,"tampilan e-paper sangat mirip koran cetak, nyaman dan familiar",,,1.0,,
795,,menu navigasi terorganisir dengan baik sehingga tidak membingungkan pengguna baru,,,1.0,,
796,,antarmuka kompas id terasa ringan dan responsif saat berpindah halaman,,,1.0,,
797,,tampilan bersih tanpa iklan membuat fokus membaca jauh lebih terjaga,,,1.0,,
798,,desain visual kompas id meningkatkan kenyamanan dan minat baca setiap hari,,,1.0,,
799,,tolong tambahkan fitur bookmark agar bisa menyimpan artikel untuk dibaca nanti,,,,0.0,
800,,apakah notifikasi breaking news bisa diatur agar tidak terlalu sering,,,,0.0,
801,,mohon ditambahkan fitur berbagi artikel langsung ke whatsapp dengan satu klik,,,,0.0,
802,,apakah e-paper edisi lama bisa diakses dari arsip kompas id,,,,0.0,
803,,tolong tambahkan fitur highlight teks saat membaca artikel,,,,0.0,
804,,apakah ada fitur untuk mengikuti topik atau penulis tertentu secara khusus,,,,0.0,
805,,tolong sediakan fitur download artikel agar bisa dibaca saat tidak ada internet,,,,0.0,
806,,"kliping artikel berjalan dengan baik, memudahkan saya menyimpan referensi",,,,1.0,
807,,"e-paper kompas id benar-benar identik dengan koran cetak, saya suka",,,,1.0,
808,,fitur audio sangat berguna untuk multitasking saat tidak bisa baca layar,,,,1.0,
809,,pencarian artikel di kompas id akurat dan hasilnya relevan dengan kata kunci,,,,1.0,
810,,fitur bookmark artikel memudahkan saya kembali ke bacaan yang belum selesai,,,,1.0,
811,,"bisa baca e-paper edisi kemarin lewat arsip, fitur yang sangat berguna",,,,1.0,
812,,"tts-nya bisa berjalan sambil layar mati, sangat praktis saat berolahraga",,,,1.0,
813,,e-paper kompas id bisa di-zoom dengan lancar tanpa pecah kualitas gambarnya,,,,1.0,
814,,"suka banget ada fitur dengarkan berita, cocok buat yang sibuk tapi mau update info",,,,1.0,
815,,fitur subscribe topik membuat berita yang relevan langsung tersaji di beranda,,,,1.0,
816,,fitur simpan untuk baca nanti sangat berguna ketika tidak ada waktu baca sekarang,,,,1.0,
817,,"e-paper kompas id bisa diakses kapan saja, tidak harus pagi seperti koran fisik",,,,1.0,
818,,notifikasi harian dari kompas id membantu saya tidak ketinggalan berita pagi,,,,1.0,
819,,kliping artikel sudah tersimpan rapi dan bisa diakses kapan saja tanpa internet,,,,1.0,
820,,"ada fitur rekomendasi artikel berdasarkan riwayat baca, sangat relevan dan berguna",,,,1.0,
821,,e-paper bisa dibaca dalam mode landscape dengan nyaman di tablet,,,,1.0,
822,,fitur pencarian dengan filter tanggal sangat membantu saat riset berita lama,,,,1.0,
823,,setelah update terbaru aplikasi kompas id jauh lebih stabil dan tidak pernah crash,,,,,1.0
824,,performa aplikasi konsisten cepat bahkan saat koneksi internet sedang tidak stabil,,,,,1.0
825,,terima kasih kompas id sudah memperbaiki bug login yang mengganggu sebelumnya,,,,,1.0
826,,aplikasi tidak pernah force close sekalipun dalam sebulan penggunaan terakhir,,,,,1.0
827,,"sesudah reinstall langsung bisa masuk akun tanpa hambatan, terima kasih timnya",,,,,1.0
828,,loading halaman sangat cepat bahkan ketika membuka berita dengan banyak gambar sekaligus,,,,,1.0
829,,akun premium langsung aktif dan bisa diakses segera setelah proses pembayaran selesai,,,,,1.0
830,,hotline kompas id cukup responsif ketika saya melaporkan kendala akses berlangganan,,,,,1.0
831,,sinkronisasi data akun antara web dan aplikasi berjalan lancar tanpa kendala,,,,,1.0
832,,update terbaru kompas id terasa lebih smooth dan tidak ada lag saat digunakan,,,,,1.0
0,5.0,Berita beragam. Ulasan lengkap.,1.0,,,,
1,5.0,"Tajam, independen dan terpercaya",1.0,,,,
2,5.0,"lebih terpercaya, mudah diakses",1.0,,,,
3,5.0,berita aktual dan terpercaya,1.0,,,,
4,5.0,cukup membantu menambah informasi,1.0,,,,
5,4.0,kompas trupdet dan terpercaya,1.0,,,,
6,5.0,beritanya sangat sy suka,1.0,,,,
7,5.0,Wahh keren banget aplikasinya,,,,,
8,4.0,Bagus dan menambah wawasan,1.0,,,,
9,5.0,Beritanya up-to-date dan akurat,1.0,,,,
10,5.0,Gak bisa beri komentar,,,,0.0,
11,5.0,"Mudah, cepat, dan aktual",,,,,1.0
12,5.0,Bagus untuk tingkatkan literasi,1.0,,,,
13,5.0,Sumber informasi yang dipercaya,1.0,,,,
14,5.0,Bagus ! ... ☺,,,,,
15,5.0,SANGAT Baik & Bermanfaat?!?,,,,,
16,5.0,Menambah Informasi yg bermutu,1.0,,,,
17,5.0,Bagus sekali aku suka,,,,,
18,1.0,G bisa gratis lg,,-1.0,,,
19,4.0,berita up todate diperlukan.,-1.0,,,,
20,3.0,Ya sk aplikasi ini,,,,,
21,5.0,Pelanggan setia harian Kompas,,,,,
22,4.0,Saya pelanggan koran kompas..,,,,,
23,5.0,Membuka akses tanpa batas,,,,,
24,5.0,"Lenganan sejak 2023. Worth it, lenagganan e-paper lebih murah dari pada lengganan cetak",,1.0,,,
25,3.0,jaringan bagus tapi sulit akses aplikasinya sehingga sulit membaca dalam aplikasi... tolong perbaiki.,,,,,-1.0
26,5.0,mantap banget ya berita kompas lagi,,,,,
27,2.0,"kompast tolong adakan aplikasi ini versi pc pleaseee, pengen baca di layar yang agak lebar soalnya",,,,,
28,5.0,Saya beri bintang 5 karena tersedianya fasilitas dengar/suara,,,,1.0,
29,5.0,Bagus sekali. Andai ada paket murah untuk guru honorer.,,,,,
30,5.0,semenjak berlangganan saya semakin mudan update berita berkualitas,1.0,,,,
31,1.0,Cuma baca berita aja harus langganan per bulan. Gimana ini??? Auto uninstall,,-1.0,,,
32,2.0,"Aplikasi yang baik, sesuai panggilan zaman",,,,,
33,5.0,Bagus banget. Berita dari kompas memang top,1.0,,,,
34,5.0,"Biar negara subur rakyat makmur ,semua koroptor di basmi apapun setatus jabatan nya.",,,,,
35,1.0,Beritanya tidak update kalau kita nyari yg terbaru tentang timnas yg muncul berita timnas 2023,-1.0,,,,
36,5.0,bintang 5 karena dapat berlangganan gratis wkwkwk,,1.0,,,
37,5.0,Terimakasih sudah banyak membantu pekerjaanku,,,,,
38,5.0,"bagus sekali beritanya, aplikasi nya mudah digunakan,",1.0,,1.0,,
39,5.0,sangat bermanfaat untuk mendapatkan informasi yg uptodate. patut untuk dicoba..,1.0,,,,
40,4.0,"Tolong ePaper nya diperbaiki lagi, ada yang menutupi tulisan nya",,,-1.0,,
41,1.0,Uninstall... Aplikasi Sampah.. mau baca aja udh disuruh Bayar!! 😤,,-1.0,,,
42,5.0,Ok sangat perlu di ketahui ok ws,,,,,
43,4.0,ulasan berita nya menarik puaaaaan!,1.0,,,,
44,1.0,knp naama file nya muncul di belakang,,,-1.0,,
45,5.0,beritanya terbaru tdk diulang ulang,1.0,,,,
46,5.0,Bacaannya sangat menambah pengetahuan dan informasi,1.0,,,,
47,1.0,"Sudah bayar, tapi tidak terbaca langganan. Gimana sih ini kompas",,,,,-1.0
48,4.0,bagus beritanya kita juga bisa berinteraksi dengan yg laen,1.0,,,,
49,5.0,"Terbaik untuk platform berita dijital berbayar. Aku sendiri sudah berhenti langganan versi kertasnya, beralih ke dijital.",,1.0,,,
50,1.0,pemberitaan kalian sudah tidak berimbang drun,-1.0,,,,
51,1.0,"Bego, Baca2 berita GK ada waktu buat ini njing..",,,,,
52,4.0,ini bila kabar ini benar Indonesa ta kenapa komentarnya di sembunyikan Kamu paling tidak suka kaku tida bisa ikut komentar,,,,,
53,5.0,Terima kasih Kompas . Mengisi waktu luang jadi berguna !,,,,,
54,5.0,Semoga Aplikasi Ini Bermanfaat Untuk Kita Semua dan Keluarga,,,,,
55,5.0,"Kompas, profesional dalam menyajikan berita. Bahasanya enak dinikmati.",1.0,,,,
56,2.0,Isi berita anda bagus n bermanfaat buat yg mengerti n suka dgn kebenaran berita atau informasinya.Terima kasih.,1.0,,,,
57,5.0,"berita bariatif, positif dan berbobot",1.0,,,,
58,5.0,Selama saya menggunakan aplikasi ini sangat bagus,,,,,
59,5.0,"utk berlangganan, fasilitas pembayaran nya bisa ditambah, misalnya dgn voucher google play.",,0.0,,,
60,4.0,O like Kompas ilove kompass,,,,,
61,5.0,"terdepan dlm berita, good job.",1.0,,,,
62,5.0,Kompas tetap kritis dan keren,1.0,,,,
63,5.0,tetap pertahankan netral dan anti clickbait,0.0,,,,
64,1.0,"Nonton berita kok bayar,,mending dwnld apk yg lain",,-1.0,,,
65,5.0,Betul betul bebas dan indipendent. Netral dan objektif. Tidak tercemar kepentingan politik.,1.0,,,,
66,1.0,"Berita gak valid yang terbaru mengenai 1 keluarga kelaparan, yang disalahkan agama islam. Penistaan ini",-1.0,,,,
67,4.0,"Berita yg di keluwarkan kepublik sangat terpercaya, trimakadih kompas tv",1.0,,,,
68,3.0,"Knp kok hrs brlangganan 50 rb /bln, Kami buka kn sdh harus tersambung net..",,-1.0,,,
69,1.0,Masak iya bisa baca artikelnya cuma 5 setiap bulan sedih banget login juga ngak bisa-bisa 😢,,-1.0,,,-1.0
70,4.0,berita yang akurat kompas sangat terpercaya dan disukai masyarakat,1.0,,,,
71,5.0,berita anget baru pulang kerja nobi ain malem jam:0304,,,,,
72,2.0,"Saya sudah berlangganan, tapi muncul tulisan belum berlangganan. Akibatnya saya tdk bsa membaca epaper",,,,,-1.0
73,1.0,Mohon maaf anda tidak adil.,,,,,
74,5.0,Sangat membantu sekali dalam mengetahui berita perkembangan negara yang kita cintai ini,1.0,,,,
75,5.0,Berita terbaru tercakup secara keseluruhan dalam aplikasi ini !!!!!!!!!,1.0,,,,
76,5.0,Semangat mantap didepan memimpin media Indonesia,,,,,
77,5.0,"Sangat bagus dan sangat membantu untuk,mencari berita.",,,,,
78,5.0,Baca tiap hari untuk beritayang berkualitas. Andalan,1.0,,,,
79,3.0,memang kompas beritanya baik kami sangat dapat informasi yg lebih,1.0,,,,
80,5.0,"Ayah saya berlangganan kompas cetak sejak tahun 90 an, dan kami berlangganan yang versi ini. Kompas, selalu terpercaya.",1.0,,,,
81,5.0,"Beritanya selalu up-to-date, selalu memuat artikel (ekonomi, politik dll) yang berbobot.",1.0,,,,
82,5.0,"Aplikasi terbaik sepanjang masa, update terbaru lebih kencang dan smooth",,,,,1.0
83,5.0,Di saat media lain diisi berita clickbait dan banyak yg tidak penting. Di sini masih tetap mempertahankan isinya.,1.0,,,,
84,1.0,Masih adakah media yg netral ???,,,,,
85,3.0,Maaf dikasih bintang tiga aja dulu takut eror apksinya,,,,,
86,1.0,Baca berita kok bayar... Masih banyak yg lainnya kok berita..,,-1.0,,,
87,3.0,Tambah cerdas sebab banyak membaca,1.0,,,,
88,1.0,Ulasan dan beritanya kurang menarik,-1.0,,,,
89,1.0,"Kompas gak kredible, persis kayak metro tipu, terlalu memaksakan framing dan kelihatan punya hidden agenda untuk satu golongan. Memecah belah...",-1.0,,,,
90,5.0,Semoga menjadi digital news yg memberikan informasi membangun bagi kalangan masyarakat.,,,,,
91,5.0,Terimakasih keluhan saya sdh ditindaklanjuti...,,,,,1.0
92,1.0,Udah langganan Potong 50rb..e paper ngga bisa dibaca...payah,,,,-1.0,-1.0
93,4.0,Aplikasi kompas.id tak bisa diakses lagi. Menyebalkan. Saga coba ulang apl baru normal,,,,,-1.0
94,5.0,kompas beritanya sangat baik dan penuh pengetahuan,1.0,,,,
95,5.0,kurio menerima berita kotak markus uti,,,,,
96,5.0,beritanya sangat akurat dan obyektif,1.0,,,,
97,4.0,"Yang penting, tidak hoax, akurat dan nyata.",1.0,,,,
98,1.0,Buset apaan nih.. ko ga bisa dibuka.. harus berlangganan.. bayar pula.. mending detik,,-1.0,,,-1.0
99,1.0,Email udah ada mau baca nggak bisa silahkan login bebas akses gitu terus menerus hapus aja ribet,,,,,-1.0
100,2.0,"Harus log in, tetapi kok tidak ada kolom untuk log in?",,,,,-1.0
101,4.0,bagus berita nya . . mantaplah,1.0,,,,
102,5.0,Beritanya engkap dan memberi pencerahan,1.0,,,,
103,5.0,tolong d up date kompas karirnya.trimakasih,,,,0.0,
104,1.0,Ko gk ada kompas karier nya sih???,,,,0.0,
105,5.0,Membaca berita singkat sebelum berangkat sekolah,,,,,
106,1.0,"Mau baca aja harus login dulu, maksa bgt.. payah.. langsung uninstall",,,,,-1.0
107,3.0,Coba dulu klw bagus tmbah lgi bntg nya,,,,,
108,5.0,Sangat membantu mendapatkan berita yg kredibel,1.0,,,,
109,5.0,ga ada pilihan ke kompas one,,,,0.0,
110,5.0,"berita update, disertai analisa dan tulisan yg berkualitas. tambah lebih banyak ulasan dan berita olahraga.",1.0,,,,
111,2.0,Setelah diupdate ukuran tampilan malah jadi tidak sesuai dengan screen ipad mini.,,,-1.0,,
112,5.0,"Banyak fitur baru jadi makin enak bacanya, keren kompas!",,,,1.0,
113,2.0,sedikit kecewa karena aplikasi kadang menutup sendiri ketika lagi baca berita. padahal udah berlangganan.,,,,,-1.0
114,4.0,Lebih baik jika bisa membaca koran cetak secara lamdscape,,,0.0,,
115,5.0,"Seneng deh sekarang sudah bisa baca e-paper dengan lancar. Tadinya mau download e-paper aja susah. Good job, kompas 👍🏻",,,,1.0,
116,2.0,Not sure why the app force me to use in landscape mode.  Makes it hard to read the articles,,,-1.0,,
117,1.0,Its not working...after installed only shown white screen,,,,,-1.0
118,2.0,Tidak bs masuk / sign in ke aplikasi melalui email dari aplikasi di iPhone. Mohon diperbaiki,,,,,-1.0
119,1.0,Tidak bisa dibuka e-papernya dengan ipad setelah update. Mohon segera....diperbaiki,,,,-1.0,
120,1.0,Epaper nggak bisa dibuka setelah update,,,,-1.0,
121,1.0,"Sejak upgrade tidak bisa di gunakan untuk baca ePaper, harap segera di perbaiki karena saya hanya subscribe versi digital",,,,-1.0,
122,1.0,Pasca update ga bs baca epaper,,,,-1.0,
123,5.0,"It’s not work at ios14, please fix it",,,,,-1.0
124,1.0,application crash on 11.3 on first time login after installing application,,,,,-1.0
125,1.0,After i try to slide it it just exit the apps,,,,,-1.0
126,1.0,Crash everytime under iOS 11,,,,,-1.0
127,1.0,"sy sdh bayar minggu lalu langganan Kompas id di indomaret atas instruksi kalian dng no akunnya, hr ini buka Kompas id bilangnya belum berlangganan, terus apa hrs bayar lagi?",,-1.0,,,-1.0
128,4.0,"sy pernah menjadi pelanggan kompas selama lebih dari 15 tahun, terutama ktk kompas msh blm digital. di atas thn 2015 sy berhenti berlanggana krn kompas kehilangan daya kritis. akhir2 ini sy mulai melihat kompas punya kekuatan kembali untuk lebih kritis kpd pmrnth. semoga negara bangsa ini kembali ke rel yg benar.",1.0,,,,
129,1.0,Aplikasinya gak jelas. sudah langganan premium tapi iklan berlangganan tetap muncul dan ketika membuka notifikasi berita premium malah diarahkan ke pembayaran. langganan kompas bukannya dapat berita tapi dapat emosi,,-1.0,,,
130,5.0,"baik bangek, Mak dikasih 1 bulan premium cuma 50rb. tapi ga dijelasin apa bedanya premium sama enggak. jadi baca sendiri . gunanya cs apa? nggak ada bubarin aja",,0.0,,,
131,3.0,"pandangan saya pribadi, berita ekonomi sekalian di tingkatkan layaknya koran bisnis, memuat berita berita bisnis yg lebih detail. dg motto, 1 koran kompas semua kehidupan di muka bumi dalam 1 genggaman",0.0,,,,
132,1.0,Kompas memilih jadi partisan di politik Indonesia sejak 2023. Pers bukan lagi jadi pilar ke 4 demokrasi. Kompas mencoret sejarah panjangnya sebagai satu2nya media terpercaya. Ironi,-1.0,,,,
133,5.0,Aplikasi ini sangat membantuku peroleh informasi. Penghargaan yang amat banyak kompas dapatkan membuatnya terpercaya. Apalagi sudah lama ia berkecimpung menampung amanat rakyat. Recomended sekali. Rubrik sastra yang tersedia pun cukup memuaskan. Kita bisa baca karya berkualitas dengan mudah.,1.0,,,,1.0
134,3.0,"padahal produk jurnalistik mah jangan pake bayar kalau mau lebih menguntungkan, kan menyediakan informasi bagi khalayak masyarakat, nah uang nya dimana ya itu nanti dari orang yang pasang iklan, kalau bayar gini kan terbatas aksesnya, makanya tidak populer, tapi kembali lagi terserah kalian",,-1.0,,,
135,1.0,"Saya kurang suka akan Harian kompas, Krn beritanya yg terkadang membuat saya jengkel dan puncak daripada eskalasi selama ketidak sukaan saya thdp media ini ada soal berita ttg jahatnya korupsi tetapi ditulis ""Korupsi Bukan Lagi Kejahatan Luar Biasa"" dg memuat photo ARB... Yg Seolah² menunjukan kesan bhw yg mengatakan itu adalah ARB",-1.0,,,,
136,5.0,"Tolong kompas beritakan lebih banyak tentang sawit. Kami petani sawit dizalimi oleh kebijakan pajak pemerintah yg tinggi (pe,bk dan fo dmo ) dan pengabaian pemerintah terhadap kami dgn harga murah yg ditetapkan sepihak oleh pabrik sawit tanpa adanya sanksi thd mereka.",0.0,,,,
137,1.0,"Buat baca berita harus berlangganan 50k, padahal berita yg sama dapat dengan mudah dicari di internet lainnya dengan mudah dan gratis",,-1.0,,,
138,5.0,"Kenapa sejak revisi Mei 2021, kok ngga bisa landscape? Sebelumnya bisa. Padahal bbrp infografik Kompas disajikan landscape, jika bisa preview landscape, resolusi print screen nya akan lebih bagus utk keperluan sharing. Kalau ngga, semua infografis tolong dibikin portrait saja. Tq.",,,-1.0,,
139,5.0,"mohon info, kenapa setelah update aplikasi tidak dpt membaca e-paper? Selalu kluar minta dilakukan langganan trus(posisi sy sdh berlangganan), per tgl 4 juli mendapatkan update lagi. skrng br bs berjalan secara normal. terimakasih responnya",,,,-1.0,-1.0
140,5.0,Wah ini paling ok karena saya dulu kerja di toko buku Gramedia grup kompas sangat perhatian dgn rakyat kecil terutama karyawannya sangat diperhatikan masa depannya waktu pak Jacob utama masih ada 30 tahun saya kerja disini is ok th1979 SD 2008 nl Nopember terimakasih pak Jakob semoga amal baiknya diterima Alloh yme,,,,,
141,2.0,sudah punya accont berlanganan..tapi tetap tidak bisa buka kompas e-paper ..ini ..menyebalkan....aneh nya.lagi klo mau baca koran harus download...dan seleaai download...file tidak.bisa di buka....sungguh..ini meyebalkan. ..saya kecewa.,,,,-1.0,-1.0
